Step,Sensed_C_0,Sensed_C_1,Sensed_C_2,Weight_0,Weight_1,Weight_2,Path_Length_0,Path_Length_1,Path_Length_2,Area_Ratio_0,Area_Ratio_1,Area_Ratio_2
33,13.5494467837801,37.2918091569036,52.28629697514987,0.15756581334444444,0.3489441459881505,0.4934900406674052,703.0501212772656,1608.718770340701,2265.1050466717843,0.16201800200020425,0.3438159795532455,0.4941660184464391
34,18.064999550931944,35.02029305148755,50.54243825779649,0.15924182404011974,0.34784405725248363,0.49291411870739676,712.7170408575931,1611.1778419931284,2269.038099876036,0.16468496499609236,0.3440382264695695,0.49127680853422695
35,17.321222835387317,32.05867808612577,51.6112570134074,0.1604688687232843,0.34480369599772703,0.49472743527898877,733.4437735100288,1591.3369194541667,2280.2418216347965,0.16657406378484646,0.34170463384816735,0.491721302366875
36,17.604689446791312,33.222079347924755,52.765278291207316,0.16141622990572138,0.34239343243647,0.49619033765780857,739.0630391942227,1615.594840450094,2274.5137348341327,0.16635181686852246,0.34148238693184335,0.492165796199523
37,19.115432160603167,36.55569334102166,51.18900873732025,0.1631628795593329,0.34236300498856886,0.49447411545209824,749.4361179667206,1599.2652816803788,2281.2299831222294,0.1691299033225726,0.33748194243801116,0.4933881542393051
38,12.760447901741482,37.13840785808185,47.94881869472577,0.15988772719795968,0.3460820346139173,0.49403023818812297,732.4333948714027,1586.9205371792657,2245.5239812197824,0.16201800200020425,0.34481609067670355,0.49316590732298105
39,15.739481605280726,35.94219021466205,43.40749397603494,0.16045129403601743,0.34927223848294553,0.490276467481037,721.8955456898893,1628.0873227487748,2261.00562803417,0.1673519279919805,0.34692743638178164,0.48572063562612666
40,15.811606767071503,40.242949572956974,45.81628715545906,0.15992739349882035,0.35384890818466325,0.4862236983165164,691.8001871172696,1639.9618415238335,2221.94407865953,0.16346260695631032,0.34937215246134573,0.48716524058223276
41,14.89221601197373,31.105769246530762,48.21171712238964,0.15974217252084,0.3514816030929501,0.48877622438620993,721.0773609456492,1629.6799308000814,2265.191604701155,0.16624069341036046,0.3444827203022175,0.48927658628731086
42,11.140446290359392,35.31908465399444,51.58720960651919,0.15513033838089935,0.3523561442580285,0.4925135173610722,687.5690165402948,1627.7630346239926,2273.7231600886616,0.1595732859206401,0.34714968329810564,0.49327703078114304
43,15.819477265538184,33.13963506108485,48.78121048680814,0.1558025153239675,0.35102632644427745,0.49317115823175506,681.3479433072201,1626.841165166755,2271.4517870927743,0.15646182909210396,0.3524836092898819,0.49105456161790295
44,15.544545372171278,33.202152019722156,47.342409782968716,0.15639948286374242,0.3504771962684502,0.4931233208678074,709.4513598868745,1623.4273832891993,2267.8041453106607,0.16257361929101427,0.3458162018001616,0.491610178908713
45,14.521745879796077,33.11058358145519,50.823115834507284,0.1555090954941595,0.34905949424194366,0.4954314102638969,686.9146870609015,1608.1977822195843,2268.751895359744,0.15901766862983008,0.34470496721854155,0.49627736415151724
46,17.597394800633836,40.195166805411525,50.6761338242793,0.1561816638162347,0.3512104732208673,0.4926078629628981,706.4650485829548,1626.7876335439817,2273.098140009342,0.16246249583285224,0.3464829425491336,0.49105456161790295
47,16.291944325639076,33.80136531341174,48.92524645155691,0.15701692290239022,0.3502258207806465,0.4927572563169634,711.852745553906,1621.060724872035,2274.3398585788814,0.16035115012777415,0.3479275475052397,0.491721302366875
48,17.568112493081877,34.447344399706445,50.145894757211565,0.1585116676300065,0.34892180628547903,0.49256652608451457,721.2864412168549,1614.50877021521,2263.611892019557,0.1631292365818243,0.3458162018001616,0.49105456161790295
49,17.44595134025667,34.46274565622682,53.0008408753763,0.15929001968307935,0.34687958987879325,0.4938303904381275,735.9721505564536,1601.6521466577553,2268.4482835789913,0.16357373041447232,0.3463718190909716,0.4900544504944449
50,16.14605867210281,35.91079634195643,13.703621705865313,0.16791384865130685,0.3668001102285887,0.4652860411201045,732.0481869738854,1686.7428539234884,2169.216060720896,0.17390821202353884,0.36159573285916635,0.4644960551171836
51,16.01825199010021,34.14190810426751,15.93881771239141,0.17535620010344521,0.3817728013157104,0.4428709985808443,788.9472285850871,1761.628004573304,2058.843319930124,0.18202022446936525,0.37904211579060126,0.4389376597399223
52,14.796349868479142,36.93361914196824,14.936457654406489,0.18001518479699988,0.3989961493408596,0.4209886658621405,807.8814783040584,1871.1224897830812,1950.3065244303389,0.18846538504276159,0.39715523947100817,0.4143793754861191
53,19.075715100473396,34.448906043208545,13.93085047595298,0.19029264004983376,0.41016564001981803,0.3995417199303482,881.0364896200467,1899.7221480926987,1840.414980288887,0.2005778419824202,0.40660073341477865,0.39282142460269
54,15.692227573602509,37.155742111654945,17.140196969654546,0.19368463427122398,0.4222376821172893,0.3840776836114868,880.1959015455208,1936.818344189257,1769.4864980967911,0.19968885431712416,0.4182686965217893,0.3820424491609754
55,15.333562888804995,35.67817832160957,15.681076114744847,0.1973074966026859,0.43351019694254966,0.36918230645476435,897.9150879678028,2024.6373194420744,1695.1552687173494,0.2044671630180904,0.4266029558839397,0.36892988109785874
56,12.84425437274375,37.04814688353219,12.484287135758665,0.19816818054340973,0.449553396208247,0.3522784232483432,891.0887322983743,2078.3703135857504,1638.9473079909587,0.2086898544282466,0.4428269807755925,0.34848316479604974
57,12.848002648430416,35.11005416904293,14.360280531708916,0.19896809136044488,0.4609379007849884,0.34009400785456667,885.6489134465669,2168.693288727034,1593.6185856925551,0.20413379264360437,0.4539393265917931,0.3419268807644914
58,16.5923147987509,35.89470534534036,15.276402774141385,0.20355693257115484,0.4678147308427437,0.3286283365861015,909.9276747701043,2240.0005630815103,1506.094825721228,0.2082453605955986,0.4628292032447535,0.32892543615953673
59,12.748932008055899,35.053120209726806,14.894977061757167,0.20353542763931665,0.47694199954819516,0.3195225728124881,907.1506297579589,2275.228169695109,1481.9590717023755,0.2043560395599284,0.4739415490609541,0.32170241137900635
60,15.44437347380434,34.13992398914473,16.045635075987086,0.20671439950145393,0.4812666310448488,0.3120189694536972,925.7894779731743,2285.5355383611923,1465.3252153152562,0.20924547171905664,0.47660851205684224,0.31414601622398997
61,14.306877924586265,35.858226930258226,16.592095148171502,0.20747417284955938,0.4868543641832235,0.3056714629672172,922.4812107910715,2279.0100432602244,1434.904594648114,0.21091232359148673,0.48327591954656257,0.30581175686183953
62,13.930809002695252,33.45568305963703,15.952732312938679,0.20872072397848593,0.4909887773756565,0.30029049864585766,939.668904161191,2278.505244783733,1429.8107888577179,0.20702300255581652,0.492165796199523,0.3008112012445493
63,12.357800638571142,37.22332950978412,15.021925234233949,0.2069774691967491,0.4995084275689168,0.29351410323433424,939.1003554880764,2356.2553745783107,1415.7471310961978,0.2089121013445706,0.4998333148127014,0.2912545838426168
64,14.77048319620327,36.09203183670245,15.967909040844194,0.20838115796436452,0.5035629758250665,0.2880558662105689,951.6703700364912,2392.397034955896,1353.206372896086,0.21402378042002287,0.5019446605177795,0.28403155906208644
65,15.013036149957815,36.75723282120383,13.655223389299495,0.21048981048148335,0.5093884989596134,0.28012169055890324,960.9190394335376,2426.6371713126605,1300.5594094504872,0.21391265696186088,0.5045005000555056,0.2815868429825223
66,16.424712986587252,32.84275305666185,16.021297982130267,0.21459785795389724,0.5087534854847169,0.2766486565613859,967.8279122607319,2427.097768204068,1303.6999567978146,0.21857984220466511,0.5039448827646956,0.2774752750305281
67,14.344253407066086,32.377827875261616,15.513285634288746,0.21618646749661916,0.5099029412868674,0.2739105912165134,977.8966357730786,2428.4325330272914,1298.2395339116165,0.21969107678628516,0.5055006111789637,0.27480831203463996
68,14.931147013698542,31.914548981035743,10.772668914880539,0.22048168872485083,0.5143021901122365,0.26521612116291265,995.3491413239334,2457.1221349776456,1263.0770595222423,0.22358039782195535,0.5130570063339801,0.2633625958439534
69,14.69547233316501,38.236451921403656,15.642030016411821,0.21986362766719816,0.5186314096923861,0.26150496264041584,1000.3625336245752,2451.8453213439475,1224.3867721998822,0.22569174352703347,0.5157239693298682,0.25858428714298715
70,13.663393526571111,37.16373903137571,16.814447235749117,0.21807696095761342,0.5217104199040092,0.26021261913837723,984.3282542354099,2506.4574343637532,1232.952890220232,0.22202466940768728,0.5208356484053205,0.25713968218688105
71,17.543158155978773,36.36779552868541,16.771804646222417,0.2210888369473869,0.5209915232280812,0.25791963982453187,988.0448750582822,2459.875629996219,1236.3647345772822,0.22291365707298333,0.5231692410267226,0.2539171019001829
72,16.46221706202513,34.044990105167145,11.72543852119281,0.22543265645999006,0.523598369225896,0.2509689743141139,1031.540715159416,2486.789708616083,1201.3293578051046,0.22835870652292162,0.5205022780308345,0.25113901544613276
73,13.957729208413896,37.20987395400271,14.237978327810858,0.22422966314304202,0.5281295087401757,0.24764082811678217,1022.3719400951813,2502.7052751426418,1185.1143705380969,0.2300255583953517,0.5253917101899627,0.24458273141457443
74,14.709081897785287,32.66843013370711,13.897820855681553,0.22581159603486545,0.5286307196902308,0.2455576842749037,992.7954547276067,2522.1860198031613,1190.9580533857065,0.22691410156681555,0.5271696855205548,0.2459162129125185
75,14.981821666433149,35.98512435571751,14.082678065648667,0.22626180959690523,0.5310871439678692,0.24265104643522564,1016.7297021752807,2475.7522695250573,1143.9435814862236,0.22946994110454166,0.529614401600119,0.24091565729522824
76,13.942925148764601,36.684351130297735,15.650533052876447,0.22467272278577705,0.5333278014046801,0.241999475809543,1023.5430067314483,2493.1021413833064,1141.5742377546399,0.22769196577394957,0.5315035003888731,0.24080453383706624
77,15.8973449303843,38.05664117213674,13.989851223179285,0.22560322366236812,0.5360069314978153,0.23838984483981648,1030.2048757034297,2529.372867874606,1149.9743621901762,0.2304700522279997,0.5336148460939512,0.235915101677938
78,14.90196165903673,36.102319548846296,13.256985276683974,0.22623254954655225,0.5385867674969833,0.23518068295646438,1037.121814737112,2557.4553116472216,1130.4645103472792,0.23258139793307783,0.5368374263806492,0.2305811756861617
79,15.458099476504238,35.0443929945182,20.554598823138246,0.2253637728501065,0.53404673348407,0.24058949366582358,1010.1290920120396,2504.892369384588,1161.097862700002,0.22658073119232952,0.532392488054169,0.24102678075339026
80,15.199739003330146,37.31387953112866,16.659886427693685,0.2248007493970963,0.5345845046475386,0.24061474595536514,1028.8990183717506,2565.9068174746553,1154.8812237414065,0.23091454606064774,0.531281253472549,0.2378042004666921
81,12.686876793718024,31.9023523240786,15.494029210732588,0.22343616843467307,0.5342229620595842,0.24234086950574274,971.3074855288564,2537.3361644616493,1163.8653085034728,0.2261362373596815,0.530614512723577,0.24324924991663036
82,17.51466932429391,35.57582963912635,15.15770360803435,0.22675574661228542,0.5329277963841026,0.240316457003612,1009.0846730370154,2515.1052079954125,1153.7229924400624,0.23124791643513376,0.5313923769307111,0.23735970663404407
83,14.4318266941015,32.35207750680719,13.078958564821976,0.22818831851694943,0.5336786692075114,0.23813301227553904,1036.9254965917683,2518.608470761862,1144.3880542106904,0.23280364484940183,0.5313923769307111,0.23580397821977597
84,11.755372622320603,32.793906801773495,13.9479835251413,0.22546508093694215,0.5363713855489763,0.23816353351408162,1034.2265214152255,2534.859792484733,1151.2398011973337,0.2303589287698377,0.5338370930102752,0.23580397821977597
85,16.55203204303397,34.10986547840881,15.511251571099436,0.2279317878254852,0.5342806309068446,0.23778758126767024,1013.0210057074336,2545.792424460377,1127.2943239218366,0.23335926214021185,0.5343927103010851,0.2322480275585918
86,15.270458422353363,35.99809767096595,12.930370136965482,0.2289247676580784,0.5369253088801446,0.2341499234617771,1006.3166046592881,2541.983703880275,1134.1808546291204,0.23069229914432374,0.5336148460939512,0.23569285476161397
87,17.118387430247097,32.18564603009281,14.104373595226786,0.23302932208285976,0.5339920503420688,0.23297862757507157,1037.5623286847454,2548.7969357933457,1119.362904494972,0.23902655850647414,0.5260584509389348,0.23491499055447995
88,14.958189184446843,36.52028969629949,17.75861867110151,0.2313306883119042,0.5333395533410105,0.23532975834708525,1046.0510970865637,2553.8289591681832,1138.1868995668233,0.23769307700853007,0.5267251916879068,0.23558173130345197
89,16.53606304025678,37.83183271491172,13.341648140985392,0.2326196759423821,0.5358793058152715,0.2315010182423463,1025.7369147983036,2618.306440112704,1106.5268539925214,0.2380264473830161,0.5315035003888731,0.2304700522279997
90,17.38074096014242,37.0373134598266,10.207449885948673,0.236252262049214,0.5396020513477799,0.224145686603006,1053.3506942067218,2524.953658087714,1094.5212813086368,0.2404711634625802,0.5372819202132973,0.2222469163240113
91,14.559071512211448,36.20407484676357,13.969172269109123,0.2351182300742719,0.5415707479023915,0.2233110220233366,986.5000087224996,2686.1869170483674,1079.9271645169995,0.23502611401264195,0.5400600066673474,0.22491387931989942
92,12.828349655407527,39.22835043588375,15.222080301941814,0.2306738598066655,0.545720839512317,0.22360530068101753,1050.9371074258665,2550.864041890561,1068.6011259826414,0.23747083009220607,0.5412823647071295,0.22124680520055323
93,15.276810868308122,32.38201177024987,13.775278008407522,0.23247346253003676,0.5438589139734871,0.22366762349647623,1050.3092717354446,2559.480278856931,1076.329122783736,0.23647071896874802,0.5399488832091854,0.22358039782195535
94,13.204318741256193,37.157950460278606,16.009267241852104,0.22912066663525646,0.5454577902211866,0.22542154314355708,1024.5810215198935,2557.5010441194813,1089.3566167095119,0.23302589176572586,0.5416157350816155,0.22535837315254745
95,13.858872614386941,36.12100047733243,14.492959708517846,0.22770427809297503,0.5469371599454396,0.22535856196158546,1037.3630678341203,2566.260473304918,1087.0098496059213,0.23313701522388786,0.5412823647071295,0.22558062006887147
96,15.468981435957083,35.45952777437141,15.840534420959198,0.22810174455722734,0.5453511804794974,0.22654707496327534,1002.1940060721616,2595.182015645511,1099.9774310126181,0.2343593732636699,0.5419491054561015,0.22369152128011738
97,15.599303846793491,35.84209930232982,17.511616620971147,0.22791466028494434,0.5427965259730079,0.22928881374204785,1028.1490772678044,2583.648047285541,1098.855705574183,0.23458162017999393,0.5408378708744815,0.22458050894541343
98,16.28112550614705,34.326196474548084,14.804094508029651,0.2300135366158047,0.5409942516640446,0.22899221172015075,1007.2264951270256,2668.762140493351,1101.918337869843,0.23558173130345197,0.5373930436714593,0.22702522502497754
99,17.46034117599413,35.22484490989643,14.251963165285801,0.23309686294332205,0.5395185867024824,0.22738455035419558,977.1800702362962,2560.9499525696056,1099.3150137412026,0.22958106456270366,0.5408378708744815,0.22958106456270366
100,13.737723315739927,35.546076216332494,48.29028639490885,0.22386645106414593,0.5219965606856838,0.25413698825017017,994.222188023272,2465.0544890368374,1203.2488591729114,0.22769196577394957,0.5227247471940746,0.2495832870318647
101,17.569590847668614,32.92436329248584,52.95613545103884,0.21846344600782597,0.501623231131277,0.2799133228608971,945.5293052552382,2408.3640410424537,1285.2084163930717,0.21746860762304504,0.5012779197688075,0.2812534726080363
102,14.429539368255101,32.84652529274469,50.37835147713075,0.21139322719724288,0.4850963815499185,0.3035103912528386,964.7049366170711,2260.77742151205,1411.710635201193,0.2188020891209891,0.47871985776192033,0.3024780531169794
103,13.093921683571422,35.06874352206052,48.844912936801336,0.20375173829040483,0.47273726296626384,0.3235109987433313,914.5606227329404,2269.870321851803,1529.157342394145,0.20802311367927456,0.4662740304477757,0.32570285587283854
104,16.890146535738182,35.27349921987526,47.62299833585093,0.2003028241722899,0.4608124548951503,0.33888472093255984,908.0959223381238,2161.7816685945286,1574.1035011924907,0.2062451383486825,0.45749527725297723,0.3362595843982291
105,13.80592691914799,36.40989449918626,52.57418420758095,0.19370373755574222,0.4501528384613756,0.3561434239828823,883.387803138362,2119.0249228021985,1661.1444444117906,0.19946660740080013,0.44760528947655875,0.3529281031225299
106,14.909450385064632,32.91120687626219,52.10807262170178,0.18925344774651343,0.4380722340760761,0.3726743181774106,880.075163182576,2028.642350182945,1723.8489088357296,0.1947994221579959,0.4308256472940959,0.374374930547797
107,16.40112734978675,37.6130791686051,50.58041823684261,0.1860087628414946,0.43022582534381604,0.38376541181468943,858.8918396585858,2000.1699779346202,1817.7030060738873,0.1945771752416719,0.42204689409929746,0.3833759306589195
108,13.958806168406214,36.03377697079116,50.652658446883166,0.18127720213394638,0.4230060054665959,0.3957167923994578,840.4628025898891,1970.2689087156648,1825.9435245067907,0.1873541504611415,0.42082453605951536,0.39182131347923194
109,13.85025261630793,35.39727716769481,49.609948222355904,0.177159805565888,0.416511777772598,0.4063284166615141,802.5660651867879,1953.3222143279495,1887.8140920257463,0.18613179242135947,0.4106011779086109,0.4032670296699185
110,16.487075689967362,35.98401382063087,47.89681721343762,0.1758704659825926,0.4107127114870821,0.4134168225303254,817.5596884134054,1898.6733738245694,1931.8474232222984,0.18402044671628134,0.40815646182904675,0.40782309145456075
111,12.695154841278018,34.82037765285289,50.06563857075863,0.17129326001520256,0.4053249408260837,0.42338179915871366,794.0582519591079,1867.9251497229998,1964.5958829107185,0.17868652072450508,0.40037781975770637,0.4209356595176774
112,16.521953548183653,36.026607821123775,52.917371286425485,0.16982961214513678,0.3989519207214125,0.4312184671334507,788.517237302055,1823.9511557593592,2028.8388148038368,0.17435270585618687,0.39859984442711427,0.4270474497165877
113,14.06561307144914,33.95142786114559,48.08037198870991,0.1674834789615376,0.39438694912976313,0.43812957190869933,785.5728019950819,1863.4164188481784,2028.2211330041207,0.17457495277251087,0.3890432270251818,0.4363818202021962
114,16.49881422955016,35.04350436803192,46.29279296607671,0.16759902989051553,0.39076719877354743,0.4416337713359369,778.2940983693416,1841.4542625004901,2041.1414695870444,0.1755750638959689,0.3852650294476736,0.4391599066562463
115,15.404330755415785,35.53194033563414,49.71130611450431,0.16614434455608798,0.38699380295243574,0.4468618524914763,766.8304983238071,1795.0842671711214,2063.6071243200317,0.1729081009000808,0.38693188132010364,0.44016001777970437
116,15.593309705916836,32.55952860154856,53.28206366820005,0.16490263625508988,0.38039336293059006,0.4547040008143201,746.850262513321,1732.5569536777145,2088.4892937451873,0.17157461940213672,0.3784864984997912,0.44993888209796085
117,15.760518852151845,31.452602233842754,49.98820580133978,0.16462667685448082,0.3747122291858351,0.4606610939596842,737.8949198520282,1729.2946817338052,2101.1181133973437,0.17368596510721482,0.36704078230910464,0.4592732525835693
118,15.813440399304229,32.774135850153904,51.067260558026874,0.16403222079417737,0.3701286581867139,0.46583912101910885,734.7388363566436,1709.5709832747189,2148.5316764343347,0.17001889098786865,0.36526280697851254,0.4647183020335076
119,18.36185124601733,33.71126187890094,50.856877391739886,0.16546816410654663,0.3658674342458732,0.4686644016475803,733.5656697366798,1683.2742540027427,2144.2931083134404,0.1674630514501425,0.3620402266918144,0.4704967218579319
120,15.417197197984393,36.93657999962476,49.782316190751715,0.16401610674386363,0.3654447722681625,0.470539120987974,727.6186353684936,1682.2988026140488,2195.3231118997664,0.1713523724858127,0.36126236248468035,0.46738526502939576
121,12.866566747276263,36.80836449394941,47.98547881855971,0.16078929918508947,0.3665904547195784,0.47262024609533226,717.9615767209137,1680.504415096509,2187.758526076089,0.1674630514501425,0.3622624736081384,0.4702744749416079
122,18.617722755785888,36.121538698030335,48.80221452676927,0.1626913016219168,0.3648174666038082,0.47249123177427493,722.3694070722744,1673.567997539131,2184.694235634424,0.16790754528279053,0.3620402266918144,0.4700522280252839
123,17.217303225012515,34.98162193193823,49.55718887801196,0.16334233727806285,0.3627136266310971,0.47394403609084007,738.8767072625233,1671.5873740350755,2208.891631975958,0.17035226136235465,0.35737304144901016,0.472274697188524
124,13.63826124780447,31.243642000936326,51.20878514073365,0.1612012178638162,0.35895700865823216,0.47984177347795165,696.5294027858769,1661.9808679180849,2215.004416628553,0.16535170574506441,0.35759528836533416,0.47705300588949023
125,11.743746476364786,33.413411336297244,50.865689107700554,0.15731125468344276,0.35785866322179855,0.48483008209475875,703.051476056528,1648.5634868488594,2210.931848241338,0.16157350816755622,0.35348372041334,0.48494277141899267
126,13.998647197008971,35.314303741581895,47.57260937210069,0.1560287706350565,0.35852229838192046,0.4854489309830231,671.4389961602723,1668.245669962262,2207.163355016491,0.16157350816755622,0.3521502389153959,0.4862762529169367
127,14.303081253724198,35.326771409916375,48.09705496812855,0.15506165929905918,0.35881852782274926,0.4861198128781916,695.7913650273,1667.2860534901495,2224.405722803107,0.1594621624624781,0.35403933770414997,0.4864984998332607
128,18.37272695548384,33.725152174238545,52.75683357603181,0.15707757366614652,0.35510037212567724,0.4878220542081763,706.6024177370628,1645.5036562019125,2260.376406311255,0.16024002666961215,0.353150350038854,0.4866096232914227
129,14.664388910507068,31.863048867837293,47.7261983828087,0.1569282493826165,0.35339597909362525,0.48967577152375835,707.2222688555933,1638.7225241038502,2267.1074065756775,0.16101789087674617,0.3483720413378877,0.49061006778525496
130,15.35215857786276,37.06555150511685,53.53955426525073,0.15572443439784667,0.3530379860162828,0.4912375795858705,699.1884632967918,1617.1907745431702,2265.408759554917,0.16001777975328813,0.35592843649290407,0.4840537837536966
